[1743165209825702051] {"ok_rate":"0.00","green_blocked":false,"red_blocked":false,"reward":0}
[1743165691430770053] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743165691434864311] ToggleGreen
[1743165701472919990] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165701477048581] ToggleRed
[1743165711500291398] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743165711501758485] ToggleGreen
[1743165721547262136] {"ok_rate":"31.80","green_blocked":false,"red_blocked":false,"reward":1}
[1743165721550924935] Wait
[1743165731556927011] {"ok_rate":"21.80","green_blocked":false,"red_blocked":false,"reward":1}
[1743165731558208805] ToggleGreen
[1743165741596143818] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743165741600511743] Wait
[1743165751625477105] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743165751629930864] ToggleGreen
[1743165761683117239] {"ok_rate":"32.80","green_blocked":false,"red_blocked":false,"reward":1}
[1743165761687404414] Wait
[1743165771709976314] {"ok_rate":"22.40","green_blocked":false,"red_blocked":false,"reward":1}
[1743165771714309947] ToggleRed
[1743165781750492040] {"ok_rate":"19.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743165781755815467] ToggleRed
[1743165791797599404] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743165791801658578] ToggleRed
[1743165801836637753] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743165801840974511] ToggleGreen
[1743165811880890444] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165811884678952] ToggleGreen
[1743165821929900229] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743165821934282362] ToggleGreen
[1743165831970018455] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165831974677297] ToggleRed
[1743165842017376570] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743165842021230077] Wait
[1743165852041145431] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743165852045411439] ToggleGreen
[1743165862078477527] {"ok_rate":"49.20","green_blocked":false,"red_blocked":false,"reward":1}
[1743165862082654535] ToggleGreen
[1743165872103158890] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743165872107663066] ToggleRed
[1743165882134884017] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165882139318984] Wait
[1743165892172017988] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165892176466997] ToggleGreen
[1743165902210836045] {"ok_rate":"50.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743165902212166423] ToggleGreen
[1743165912238394706] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165912242659256] Wait
[1743165922257042183] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743165922260836066] ToggleGreen
[1743165932300691167] {"ok_rate":"31.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743165932304910800] Wait
[1743165942319599103] {"ok_rate":"21.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743165942323725611] ToggleRed
[1743165952359870872] {"ok_rate":"19.80","green_blocked":false,"red_blocked":false,"reward":1}
[1743165952361499917] Wait
[1743165962374029507] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743165962377384555] Wait
[1743165972383056966] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743165972384289302] ToggleRed
[1743165982399208606] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743165982402382779] ToggleRed
[1743165992447586015] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743165992450989772] Wait
[1743166002465233450] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166002468620581] Wait
[1743166012476006037] {"ok_rate":"19.40","green_blocked":false,"red_blocked":false,"reward":1}
[1743166012477471373] ToggleRed
[1743166022491799843] {"ok_rate":"19.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743166022493751388] ToggleGreen
[1743166032528021396] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166032532486072] Wait
[1743166042561926362] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166042566380495] ToggleRed
[1743166052602437382] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166052603790343] Wait
[1743166062631332046] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166062637893892] ToggleGreen
[1743166072670660231] {"ok_rate":"52.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166072671984233] ToggleRed
[1743166082708835163] {"ok_rate":"24.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166082713362172] ToggleRed
[1743166092770049723] {"ok_rate":"19.40","green_blocked":false,"red_blocked":false,"reward":1}
[1743166092774548940] ToggleRed
[1743166102811979788] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166102816596463] Wait
[1743166112839547450] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166112844225626] Wait
[1743166122869850659] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166122874113209] ToggleGreen
[1743166132911761057] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166132917248109] ToggleGreen
[1743166142965567353] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166142970114070] ToggleGreen
[1743166153003285952] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166153005427206] Wait
[1743166163024518852] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166163028508693] ToggleGreen
[1743166173076506978] {"ok_rate":"32.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166173081102195] ToggleGreen
[1743166183120393255] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166183124361221] Wait
[1743166193151285341] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166193155678224] ToggleRed
[1743166203210845148] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166203215496366] Wait
[1743166213241096149] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166213246063617] ToggleGreen
[1743166223286764097] {"ok_rate":"52.40","green_blocked":false,"red_blocked":false,"reward":1}
[1743166223288085516] ToggleGreen
[1743166233319467478] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166233323979278] ToggleRed
[1743166243363550381] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166243367604972] ToggleRed
[1743166253418068387] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166253422772396] Wait
[1743166263445969217] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166263450544976] Wait
[1743166273477537929] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166273481864604] ToggleGreen
[1743166283525561215] {"ok_rate":"51.00","green_blocked":false,"red_blocked":false,"reward":1}
[1743166283526936884] Wait
[1743166293554801923] {"ok_rate":"23.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166293559408557] Wait
[1743166303588272097] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166303592821189] Wait
[1743166313612170045] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166313616520345] Wait
[1743166323641754962] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166323646409887] ToggleGreen
[1743166333685591698] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166333690900625] Wait
[1743166343716151492] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166343721214751] Wait
[1743166353744184114] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166353747381454] ToggleRed
[1743166363781989005] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166363786287347] Wait
[1743166373817047308] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166373821517442] ToggleRed
[1743166383874728154] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166383879277996] Wait
[1743166393902683568] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166393907197660] ToggleRed
[1743166403944015925] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166403948086349] Wait
[1743166413962089945] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166413966099911] Wait
[1743166423992286530] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166423996866164] ToggleGreen
[1743166434030491131] {"ok_rate":"50.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166434031801716] ToggleGreen
[1743166444056246582] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166444060709924] ToggleGreen
[1743166454101516197] {"ok_rate":"19.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166454103174908] ToggleGreen
[1743166464137560751] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166464141301009] Wait
[1743166474165068165] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166474169558424] ToggleGreen
[1743166484220026089] {"ok_rate":"31.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166484224118931] ToggleRed
[1743166494264277868] {"ok_rate":"21.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166494268398168] ToggleRed
[1743166504302266219] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166504306928228] ToggleGreen
[1743166514345241912] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166514349708296] Wait
[1743166524373159285] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166524377449126] ToggleRed
[1743166534411874095] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166534413210514] ToggleRed
[1743166544436967962] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166544441022053] ToggleRed
[1743166554496476187] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166554500499070] Wait
[1743166564525474479] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166564529876071] ToggleGreen
[1743166574576730855] {"ok_rate":"51.00","green_blocked":false,"red_blocked":false,"reward":1}
[1743166574578149524] ToggleRed
[1743166584611796991] {"ok_rate":"23.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166584615742207] ToggleGreen
[1743166594639779448] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166594641254284] Wait
[1743166604667664612] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166604672373496] ToggleGreen
[1743166614721418285] {"ok_rate":"32.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743166614725854460] Wait
[1743166624744032689] {"ok_rate":"21.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166624748027905] ToggleGreen
[1743166634773383106] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166634777240656] ToggleRed
[1743166644825576776] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166644832161580] Wait
[1743166654840534582] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166654842744878] Wait
[1743166664850085837] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166664851475965] ToggleRed
[1743166674880730882] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166674886358559] ToggleGreen
[1743166684926891040] {"ok_rate":"50.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166684932155258] Wait
[1743166694954663579] {"ok_rate":"23.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166694959230797] Wait
[1743166704985620833] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166704989987633] ToggleGreen
[1743166715020246553] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166715024121810] Wait
[1743166725046736090] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166725051197390] ToggleGreen
[1743166735113619621] {"ok_rate":"31.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166735117642754] ToggleRed
[1743166745146569295] {"ok_rate":"21.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166745148368049] ToggleGreen
[1743166755193790414] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166755204404893] ToggleRed
[1743166765240834282] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166765245339624] Wait
[1743166775274244916] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166775278561507] ToggleGreen
[1743166785319268655] {"ok_rate":"50.00","green_blocked":false,"red_blocked":true,"reward":1}
[1743166785320728991] ToggleGreen
[1743166795348732281] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166795352308205] ToggleGreen
[1743166805392097226] {"ok_rate":"19.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166805393768146] ToggleGreen
[1743166815419420765] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166815422575438] ToggleGreen
[1743166825453789359] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743166825455117778] ToggleGreen
[1743166835485231906] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166835489641289] Wait
[1743166845513644030] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166845516570952] ToggleGreen
[1743166855560982649] {"ok_rate":"29.00","green_blocked":false,"red_blocked":true,"reward":1}
[1743166855562211193] ToggleGreen
[1743166865584678847] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166865588750980] ToggleRed
[1743166875617641689] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166875618869024] Wait
[1743166885644561435] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166885648660151] Wait
[1743166895654889400] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166895656166069] ToggleGreen
[1743166905688272283] {"ok_rate":"52.80","green_blocked":false,"red_blocked":false,"reward":1}
[1743166905689464702] ToggleGreen
[1743166915730806893] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166915735966320] ToggleRed
[1743166925769561162] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166925771433666] ToggleRed
[1743166935820778455] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166935822472209] ToggleRed
[1743166945850011498] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743166945854760090] ToggleGreen
[1743166955889233643] {"ok_rate":"52.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743166955890887938] ToggleRed
[1743166965917944310] {"ok_rate":"24.80","green_blocked":false,"red_blocked":false,"reward":1}
[1743166965919294146] ToggleGreen
[1743166975946223601] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743166975953317114] ToggleGreen
[1743166986002929113] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166986007061579] Wait
[1743166996013358119] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743166996014675497] ToggleGreen
[1743167006038890530] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167006042976037] ToggleRed
[1743167016079212927] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167016083728686] ToggleRed
[1743167026137202358] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167026141192657] ToggleGreen
[1743167036180129594] {"ok_rate":"45.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743167036181827889] ToggleGreen
[1743167046202433957] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167046204967086] ToggleRed
[1743167056252931915] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167056256368005] ToggleRed
[1743167066308227591] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167066312604599] ToggleGreen
[1743167076361710889] {"ok_rate":"49.00","green_blocked":false,"red_blocked":false,"reward":1}
[1743167076364126477] ToggleGreen
[1743167086387777259] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167086393872604] Wait
[1743167096420039974] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167096424482482] ToggleGreen
[1743167106475725402] {"ok_rate":"32.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743167106479665568] ToggleGreen
[1743167116509047713] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167116512122911] ToggleRed
[1743167126530883544] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167126533743531] Wait
[1743167136556811749] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167136560546827] ToggleRed
[1743167146609500697] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167146611194589] Wait
[1743167156626884143] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167156629108664] ToggleRed
[1743167166661935585] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167166665623579] ToggleRed
[1743167176717979657] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167176722415823] ToggleRed
[1743167186755054006] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167186758072618] ToggleGreen
[1743167196789912026] {"ok_rate":"53.00","green_blocked":false,"red_blocked":true,"reward":1}
[1743167196791279830] ToggleGreen
[1743167206817461528] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167206822149570] ToggleGreen
[1743167216869270443] {"ok_rate":"19.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743167216870858582] Wait
[1743167226880035506] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743167226881927231] Wait
[1743167236889838558] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743167236891905909] ToggleGreen
[1743167246924960969] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167246929647009] Wait
[1743167256949995623] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167256952973481] ToggleGreen
[1743167266980669465] {"ok_rate":"32.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743167266982197061] ToggleGreen
[1743167277017759354] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167277021881971] ToggleRed
[1743167287079137370] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167287082652982] ToggleRed
[1743167297115537381] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167297120344420] ToggleGreen
[1743167307172195315] {"ok_rate":"50.80","green_blocked":false,"red_blocked":true,"reward":1}
[1743167307173550159] ToggleGreen
[1743167317203244367] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167317207791986] ToggleRed
[1743167327257669234] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167327261176427] Wait
[1743167337286710847] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167337291480633] ToggleGreen
[1743167347327570512] {"ok_rate":"50.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743167347328896188] ToggleRed
[1743167357358924668] {"ok_rate":"24.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743167357364624585] ToggleGreen
[1743167367392768047] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167367396863994] ToggleGreen
[1743167377462232200] {"ok_rate":"19.40","green_blocked":false,"red_blocked":true,"reward":1}
[1743167377466788817] Wait
[1743167387477778574] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743167387479723629] ToggleGreen
[1743167397511581293] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167397513817643] Wait
[1743167407539503577] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167407544647863] Wait
[1743167417570885131] {"ok_rate":"0.00","green_blocked":true,"red_blocked":true,"reward":0}
[1743167417575018785] ToggleRed
[1743167427616629462] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167427619213230] ToggleGreen
[1743167437649704982] {"ok_rate":"52.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743167437650895406] ToggleRed
[1743167447679237352] {"ok_rate":"24.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743167447683965800] Wait
[1743167457707043267] {"ok_rate":"19.60","green_blocked":false,"red_blocked":true,"reward":1}
[1743167457711653131] ToggleRed
[1743167467754330090] {"ok_rate":"19.60","green_blocked":false,"red_blocked":false,"reward":1}
[1743167467757354485] ToggleGreen
[1743167477788086240] {"ok_rate":"0.00","green_blocked":true,"red_blocked":false,"reward":0}
[1743167477792462352] Wait
